QB,RB1,RB2,WR1,WR2,WR3,TE,FLEX,DEF,lineup_id,player_ids,tier,temperature,milp_projection,total_salary,mean,median,p10,p90,std,skewness,fitness
,,,,,,,,,mutated_507431,"123617-152316,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-103539,123617-40845,123617-12550",2,0.4066666666666667,119.39999999999998,60000,133.70516787927062,129.62306820875176,101.73587148138354,170.24304118561116,28.444370977026455,0.1435116872092489,129.62306820875176
,,,,,,,,,child_491910,"123617-152316,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-151903,123617-40845,123617-12548",1,0.0,119.79999999999998,60000,131.88788657364495,127.85699642673777,98.969660528442,170.7708701311183,30.750064153704418,0.1310855849522378,127.85699642673777
,,,,,,,,,child_759218,"123617-6654,123617-138820,123617-55050,123617-110484,123617-90573,123617-103539,123617-151903,123617-40845,123617-12548",1,0.0,119.79999999999998,60000,130.3367157928292,127.67250525229852,98.0427810221334,167.39397746700598,27.567485836184208,0.09664321789670537,127.67250525229852
,,,,,,,,,child_927772,"123617-152316,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-103539,123617-86080,123617-12548",1,0.0,120.1,60000,130.57326537316257,127.62562798379605,96.79679412472423,164.4870861642361,28.63577805983387,0.1029354740495436,127.62562798379605
,,,,,,,,,mutated_473441,"123617-152316,123617-138820,123617-55050,123617-128633,123617-90573,123617-167620,123617-103539,123617-40845,123617-12548",2,0.38,119.5,60000,131.43934774850965,127.36517128864696,98.22935949931343,169.42278634994602,29.596850259506798,0.1376557445856597,127.36517128864696
,,,,,,,,,mutated_359705,"123617-152316,123617-138820,123617-55050,123617-128633,123617-90573,123617-167620,123617-129210,123617-40845,123617-12548",2,0.38,119.5,60000,129.68326424784328,127.36317677093939,96.28201023826878,167.04207015835757,28.582144909814158,0.08117261612886345,127.36317677093939
,,,,,,,,,mutated_527634,"123617-152316,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-151903,123617-86811,123617-12548",1,0.0,119.89999999999998,59900,129.88793790435005,127.34009882158188,96.72896461215913,166.56101376213513,29.006512784096074,0.08783679381704676,127.34009882158188
,,,,,,,,,child_821170,"123617-6654,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-103539,123617-86080,123617-12548",1,0.0,120.1,60000,129.95870708311134,127.28745690450887,97.12768720527187,162.4511022021336,27.488948391618944,0.09717542266611028,127.28745690450887
,,,,,,,,,child_231389,"123617-102965,123617-138820,123617-55050,123617-110484,123617-90573,123617-167620,123617-103539,123617-40845,123617-12548",1,0.0,120.1,60000,130.51150499166027,127.23822526396373,96.00137333252735,166.80023855907672,29.150782182806303,0.11228788672528969,127.23822526396373
,,,,,,,,,child_383862,"123617-152316,123617-138820,123617-55050,123617-110484,123617-90573,123617-103539,123617-151903,123617-40845,123617-12548",1,0.0,120.1,60000,130.80029550500896,127.11496007159329,96.47568052223242,169.11697792673166,29.109754080751507,0.12660139358073655,127.11496007159329
